,age,gender,size,City,target_hour
17353,Adult,Male,Medium,Chicago,108.0
17354,Adult,Male,Large,Chicago,48.0
17355,Young,Male,Medium,Chicago,1114.0
17356,Adult,Male,Medium,Chicago,470.0
17357,Adult,Male,Small,Chicago,479.0
17358,Baby,Female,Medium,Chicago,957.0
17359,Baby,Female,Medium,Chicago,479.0
17360,Baby,Female,Medium,Chicago,479.0
17361,Baby,Female,Medium,Chicago,708.0
17362,Baby,Female,Medium,Chicago,1823.0
17363,Baby,Female,Medium,Chicago,1823.0
17364,Baby,Female,Medium,Chicago,708.0
17365,Baby,Female,Medium,Chicago,1248.0
17366,Baby,Female,Medium,Chicago,660.0
17367,Baby,Female,Medium,Chicago,928.0
17368,Baby,Female,Medium,Chicago,978.0
17369,Young,Female,Small,Chicago,69.0
17370,Baby,Female,Medium,Chicago,2301.0
17371,Baby,Female,Medium,Chicago,383.0
17372,Baby,Female,Medium,Chicago,21.0
17373,Baby,Male,Medium,Chicago,21.0
17374,Baby,Male,Medium,Chicago,213.0
17375,Adult,Female,Medium,Chicago,355.0
17376,Adult,Male,Medium,Chicago,832.0
17377,Baby,Male,Medium,Chicago,598.0
17378,Baby,Female,Medium,Chicago,22.0
17379,Young,Female,Small,Chicago,45.0
17380,Baby,Female,Large,Chicago,70.0
17381,Baby,Male,Medium,Chicago,883.0
17382,Baby,Male,Large,Chicago,859.0
17383,Young,Male,Medium,Chicago,147.0
17384,Young,Female,Medium,Chicago,864.0
17385,Young,Female,Large,Chicago,23.0
17386,Adult,Male,Large,Chicago,358.0
17387,Baby,Male,Medium,Chicago,49.0
17388,Baby,Female,Medium,Chicago,359.0
17389,Baby,Female,Medium,Chicago,356.0
17390,Baby,Female,Medium,Chicago,359.0
17391,Baby,Female,Medium,Chicago,356.0
17392,Baby,Male,Medium,Chicago,356.0
17393,Young,Female,Medium,Chicago,624.0
17394,Baby,Male,Medium,Chicago,1221.0
17395,Baby,Female,Medium,Chicago,361.0
17396,Baby,Female,Medium,Chicago,362.0
17397,Senior,Female,Small,Chicago,26.0
17398,Young,Female,Medium,Chicago,220.0
17399,Baby,Female,Medium,Chicago,165.0
17400,Baby,Female,Medium,Chicago,165.0
17401,Baby,Female,Medium,Chicago,165.0
17402,Baby,Female,Medium,Chicago,165.0
17403,Baby,Male,Medium,Chicago,165.0
17404,Baby,Male,Medium,Chicago,165.0
17405,Baby,Male,Medium,Chicago,192.0
17406,Baby,Male,Medium,Chicago,166.0
17407,Baby,Male,Medium,Chicago,192.0
17408,Baby,Male,Medium,Chicago,192.0
17409,Baby,Male,Medium,Chicago,262.0
17410,Baby,Male,Medium,Chicago,192.0
17411,Baby,Male,Medium,Chicago,321.0
17412,Baby,Male,Medium,Chicago,166.0
17413,Baby,Male,Medium,Chicago,221.0
17414,Young,Female,Small,Chicago,32.0
17415,Baby,Female,Medium,Chicago,166.0
17416,Young,Female,Small,Chicago,10.0
17417,Baby,Male,Medium,Chicago,98.0
17418,Adult,Male,Small,Chicago,10.0
17419,Adult,Male,Large,Chicago,1633.0
17420,Adult,Female,Medium,Chicago,670.0
17421,Baby,Male,Large,Chicago,196.0
17422,Baby,Male,Medium,Chicago,193.0
17423,Baby,Female,Medium,Chicago,193.0
17424,Baby,Male,Small,Chicago,373.0
17425,Baby,Female,Medium,Chicago,194.0
17426,Adult,Male,Large,Chicago,1246.0
17427,Baby,Male,Large,Chicago,1031.0
17428,Baby,Female,Large,Chicago,1551.0
17429,Baby,Female,Large,Chicago,1357.0
17430,Baby,Female,Large,Chicago,375.0
17431,Baby,Female,Large,Chicago,710.0
17432,Baby,Female,Large,Chicago,375.0
17433,Young,Male,Small,Chicago,1049.0
17434,Baby,Male,Large,Chicago,377.0
17435,Baby,Male,Large,Chicago,41.0
17436,Senior,Female,Small,Chicago,495.0
17437,Baby,Female,Medium,Chicago,213.0
17438,Adult,Female,Small,Chicago,42.0
17439,Adult,Female,Small,Chicago,7585.0
17440,Adult,Male,Large,Chicago,1548.0
17441,Adult,Male,Medium,Chicago,311.0
17442,Adult,Male,Medium,Chicago,1125.0
17443,Adult,Female,Medium,Chicago,3000.0
17444,Baby,Male,Small,Chicago,145.0
17445,Young,Male,Medium,Chicago,4362.0
17446,Senior,Male,Small,Chicago,619.0
17447,Senior,Male,Small,Chicago,958.0
17448,Senior,Female,Small,Chicago,503.0
17449,Baby,Female,Small,Chicago,1242.0
17450,Baby,Male,Large,Chicago,38.0
17451,Baby,Female,Large,Chicago,124.0
17452,Young,Male,Medium,Chicago,1418.0
17453,Baby,Female,Large,Chicago,1222.0
17454,Baby,Female,Medium,Chicago,166.0
17455,Young,Female,Medium,Chicago,763.0
17456,Baby,Female,Medium,Chicago,720.0
17457,Baby,Female,Medium,Chicago,720.0
17458,Baby,Female,Large,Chicago,1223.0
17459,Baby,Male,Medium,Chicago,716.0
17460,Adult,Female,Medium,Chicago,45.0
17461,Adult,Female,Medium,Chicago,45.0
17462,Young,Female,Medium,Chicago,755.0
17463,Young,Male,Extra Large,Chicago,2906.0
17464,Baby,Female,Medium,Chicago,718.0
17465,Young,Female,Large,Chicago,408.0
17466,Adult,Male,Small,Chicago,6119.0
17467,Adult,Male,Small,Chicago,1487.0
17468,Adult,Male,Large,Chicago,46.0
17469,Adult,Male,Medium,Chicago,146.0
17470,Baby,Male,Medium,Chicago,744.0
17471,Adult,Male,Large,Chicago,340.0
17472,Young,Male,Medium,Chicago,344.0
17473,Baby,Male,Medium,Chicago,1345.0
17474,Baby,Female,Medium,Chicago,265.0
17475,Baby,Female,Medium,Chicago,265.0
17476,Senior,Female,Large,Chicago,609.0
17477,Baby,Male,Medium,Chicago,265.0
17478,Adult,Female,Small,Chicago,1944.0
17479,Baby,Male,Small,Chicago,555.0
17480,Baby,Female,Small,Chicago,1012.0
17481,Adult,Female,Medium,Chicago,199.0
17482,Baby,Female,Medium,Chicago,1900.0
17483,Baby,Male,Small,Chicago,440.0
17484,Adult,Female,Medium,Chicago,270.0
17485,Adult,Female,Medium,Chicago,271.0
17486,Baby,Female,Small,Chicago,558.0
17487,Adult,Male,Small,Chicago,814.0
17488,Baby,Female,Small,Chicago,558.0
17489,Baby,Female,Medium,Chicago,4994.0
17490,Young,Female,Large,Chicago,562.0
17491,Young,Female,Medium,Chicago,1239.0
17492,Adult,Male,Small,Chicago,401.0
17493,Adult,Male,Small,Chicago,64.0
17494,Adult,Male,Small,Chicago,1381.0
17495,Baby,Female,Medium,Chicago,110.0
17496,Baby,Male,Medium,Chicago,110.0
17497,Baby,Male,Medium,Chicago,231.0
17498,Baby,Male,Medium,Chicago,231.0
17499,Baby,Female,Medium,Chicago,600.0
17500,Young,Male,Medium,Chicago,441.0
17501,Adult,Female,Small,Chicago,225.0
17502,Adult,Male,Medium,Chicago,401.0
17503,Adult,Male,Small,Chicago,3192.0
17504,Young,Male,Large,Chicago,407.0
17505,Baby,Male,Large,Chicago,0.0
17506,Adult,Female,Medium,Chicago,829.0
17507,Young,Male,Large,Chicago,956.0
17508,Young,Female,Small,Chicago,313.0
17509,Young,Female,Large,Chicago,790.0
17510,Baby,Male,Medium,Chicago,35.0
17511,Young,Male,Medium,Chicago,575.0
17512,Baby,Male,Medium,Chicago,68.0
17513,Baby,Female,Medium,Chicago,94.0
17514,Young,Male,Small,Chicago,68.0
17515,Baby,Male,Medium,Chicago,165.0
17516,Adult,Male,Small,Chicago,1102.0
17517,Adult,Female,Medium,Chicago,0.0
17518,Adult,Male,Medium,Chicago,1290.0
17519,Young,Female,Small,Chicago,90.0
17520,Baby,Female,Medium,Chicago,27.0
17521,Adult,Male,Medium,Chicago,375.0
17522,Adult,Female,Large,Chicago,1341.0
17523,Adult,Female,Medium,Chicago,5692.0
17524,Baby,Male,Medium,Chicago,359.0
17525,Baby,Male,Medium,Chicago,440.0
17526,Baby,Male,Medium,Chicago,360.0
17527,Baby,Female,Medium,Chicago,360.0
17528,Adult,Male,Large,Chicago,309.0
17529,Young,Male,Large,Chicago,1037.0
17530,Young,Male,Small,Chicago,101.0
17531,Young,Female,Medium,Chicago,96.0
17532,Adult,Female,Medium,Chicago,1038.0
17533,Baby,Female,Medium,Chicago,258.0
17534,Baby,Male,Medium,Chicago,258.0
17535,Baby,Male,Large,Chicago,584.0
17536,Baby,Male,Large,Chicago,188.0
17537,Baby,Male,Large,Chicago,585.0
17538,Baby,Male,Medium,Chicago,751.0
17539,Senior,Female,Large,Chicago,1203.0
17540,Senior,Female,Medium,Chicago,1040.0
17541,Young,Male,Medium,Chicago,101.0
17542,Young,Female,Medium,Chicago,603.0
17543,Adult,Male,Medium,Chicago,215.0
17544,Adult,Female,Medium,Chicago,1258.0
17545,Adult,Female,Large,Chicago,124.0
17546,Adult,Male,Small,Chicago,119.0
17547,Young,Male,Medium,Chicago,100.0
17548,Adult,Male,Small,Chicago,242.0
17549,Young,Female,Medium,Chicago,3149.0
17550,Baby,Female,Medium,Chicago,597.0
17551,Baby,Female,Medium,Chicago,419.0
17552,Adult,Male,Small,Chicago,921.0
17553,Adult,Male,Medium,Chicago,462.0
17554,Baby,Female,Medium,Chicago,584.0
17555,Young,Male,Medium,Chicago,84.0
17556,Senior,Male,Small,Chicago,639.0
17557,Baby,Male,Medium,Chicago,1963.0
17558,Young,Male,Medium,Chicago,3154.0
17559,Adult,Female,Medium,Chicago,111.0
17560,Adult,Male,Small,Chicago,648.0
17561,Young,Female,Medium,Chicago,280.0
17562,Young,Female,Medium,Chicago,623.0
17563,Young,Female,Small,Chicago,592.0
17564,Baby,Female,Large,Chicago,622.0
17565,Baby,Male,Medium,Chicago,1819.0
17566,Baby,Female,Medium,Chicago,1220.0
17567,Baby,Male,Medium,Chicago,120.0
17568,Baby,Male,Medium,Chicago,740.0
17569,Baby,Female,Medium,Chicago,740.0
17570,Baby,Female,Medium,Chicago,1555.0
17571,Baby,Male,Medium,Chicago,957.0
17572,Young,Male,Medium,Chicago,1367.0
17573,Baby,Male,Medium,Chicago,120.0
17574,Baby,Male,Small,Chicago,230.0
17575,Baby,Male,Medium,Chicago,158.0
17576,Young,Male,Small,Chicago,3384.0
17577,Adult,Male,Large,Chicago,2513.0
17578,Young,Female,Small,Chicago,629.0
17579,Young,Female,Medium,Chicago,290.0
17580,Adult,Male,Large,Chicago,1193.0
17581,Adult,Female,Extra Large,Chicago,760.0
17582,Young,Male,Large,Chicago,809.0
17583,Adult,Female,Large,Chicago,186.0
17584,Adult,Male,Large,Chicago,382.0
17585,Adult,Male,Medium,Chicago,498.0
17586,Adult,Female,Large,Chicago,498.0
17587,Young,Male,Large,Chicago,2083.0
17588,Adult,Male,Medium,Chicago,498.0
17589,Adult,Male,Large,Chicago,2083.0
17590,Senior,Female,Small,Chicago,48.0
17591,Senior,Male,Medium,Chicago,49.0
17592,Adult,Male,Large,Chicago,173.0
17593,Adult,Female,Large,Chicago,49.0
17594,Baby,Male,Extra Large,Chicago,99.0
17595,Adult,Male,Small,Chicago,1224.0
17596,Young,Female,Medium,Chicago,49.0
17597,Adult,Female,Medium,Chicago,336.0
17598,Adult,Male,Large,Chicago,174.0
17599,Adult,Female,Medium,Chicago,49.0
17600,Young,Female,Medium,Chicago,314.0
17601,Young,Female,Medium,Chicago,1945.0
17602,Adult,Female,Medium,Chicago,174.0
17603,Adult,Male,Large,Chicago,174.0
17604,Adult,Female,Small,Chicago,27.0
17605,Adult,Female,Large,Chicago,50.0
17606,Adult,Male,Large,Chicago,174.0
17607,Young,Male,Large,Chicago,174.0
17608,Baby,Female,Large,Chicago,175.0
17609,Baby,Female,Large,Chicago,50.0
17610,Baby,Male,Large,Chicago,315.0
17611,Baby,Male,Large,Chicago,175.0
17612,Baby,Male,Medium,Chicago,95.0
17613,Baby,Male,Medium,Chicago,97.0
17614,Young,Female,Medium,Chicago,76.0
17615,Adult,Male,Medium,Chicago,384.0
17616,Baby,Male,Small,Chicago,814.0
17617,Young,Female,Medium,Chicago,1489.0
17618,Young,Male,Medium,Chicago,2352.0
17619,Young,Female,Small,Chicago,123.0
17620,Young,Male,Medium,Chicago,80.0
17621,Young,Male,Medium,Chicago,2934.0
17622,Adult,Male,Large,Chicago,1326.0
17623,Young,Male,Medium,Chicago,103.0
17624,Adult,Male,Medium,Chicago,238.0
17625,Baby,Female,Medium,Chicago,238.0
17626,Young,Female,Medium,Chicago,100.0
17627,Young,Male,Large,Chicago,318.0
17628,Young,Female,Medium,Chicago,102.0
17629,Young,Male,Medium,Chicago,9.0
17630,Young,Female,Medium,Chicago,1423.0
17631,Young,Female,Medium,Chicago,103.0
17632,Young,Female,Small,Chicago,1812.0
17633,Baby,Male,Large,Chicago,156.0
17634,Young,Male,Medium,Chicago,564.0
17635,Adult,Male,Medium,Chicago,208.0
17636,Baby,Female,Medium,Chicago,17.0
17637,Adult,Female,Medium,Chicago,1140.0
17638,Adult,Male,Small,Chicago,1487.0
17639,Adult,Male,Medium,Chicago,3549.0
17640,Adult,Female,Medium,Chicago,1032.0
17641,Adult,Male,Medium,Chicago,286.0
17642,Adult,Female,Medium,Chicago,857.0
17643,Adult,Female,Large,Chicago,7957.0
17644,Baby,Male,Small,Chicago,278.0
17645,Adult,Male,Small,Chicago,455.0
17646,Senior,Male,Medium,Chicago,2425.0
17647,Baby,Male,Medium,Chicago,233.0
17648,Baby,Female,Medium,Chicago,2678.0
17649,Young,Female,Medium,Chicago,494.0
17650,Senior,Male,Small,Chicago,20.0
17651,Adult,Male,Medium,Chicago,1446.0
17652,Baby,Male,Large,Chicago,40.0
17653,Young,Female,Small,Chicago,335.0
17654,Baby,Female,Medium,Chicago,695.0
17655,Baby,Male,Medium,Chicago,500.0
17656,Baby,Female,Medium,Chicago,1005.0
17657,Baby,Female,Medium,Chicago,336.0
17658,Baby,Male,Medium,Chicago,336.0
17659,Baby,Female,Medium,Chicago,1703.0
17660,Baby,Female,Medium,Chicago,915.0
17661,Baby,Male,Medium,Chicago,820.0
17662,Baby,Female,Medium,Chicago,940.0
17663,Baby,Female,Medium,Chicago,336.0
17664,Young,Male,Medium,Chicago,104.0
17665,Baby,Female,Medium,Chicago,794.0
17666,Baby,Female,Medium,Chicago,336.0
17667,Baby,Male,Medium,Chicago,793.0
17668,Baby,Male,Medium,Chicago,789.0
17669,Baby,Female,Medium,Chicago,337.0
17670,Young,Male,Extra Large,Chicago,4085.0
17671,Baby,Female,Medium,Chicago,337.0
17672,Adult,Male,Extra Large,Chicago,1915.0
17673,Adult,Female,Medium,Chicago,4409.0
17674,Young,Female,Small,Chicago,73.0
17675,Young,Male,Medium,Chicago,125.0
17676,Young,Female,Medium,Chicago,2590.0
17677,Young,Female,Medium,Chicago,512.0
17678,Young,Female,Large,Chicago,754.0
17679,Baby,Male,Medium,Chicago,293.0
17680,Young,Male,Medium,Chicago,729.0
17681,Baby,Female,Medium,Chicago,3146.0
17682,Young,Female,Medium,Chicago,2289.0
17683,Young,Male,Medium,Chicago,133.0
17684,Young,Male,Medium,Chicago,800.0
17685,Young,Male,Medium,Chicago,318.0
17686,Baby,Female,Large,Chicago,157.0
17687,Baby,Male,Small,Chicago,1246.0
17688,Baby,Male,Medium,Chicago,294.0
17689,Young,Female,Large,Chicago,301.0
17690,Baby,Male,Medium,Chicago,202.0
17691,Baby,Male,Medium,Chicago,631.0
17692,Baby,Female,Medium,Chicago,145.0
17693,Baby,Female,Medium,Chicago,35.0
17694,Baby,Female,Medium,Chicago,154.0
17695,Baby,Male,Medium,Chicago,631.0
17696,Baby,Male,Medium,Chicago,295.0
17697,Baby,Male,Medium,Chicago,1045.0
17698,Baby,Male,Medium,Chicago,632.0
17699,Adult,Female,Medium,Chicago,295.0
17700,Baby,Male,Large,Chicago,458.0
17701,Baby,Female,Large,Chicago,458.0
17702,Baby,Male,Large,Chicago,886.0
17703,Baby,Male,Large,Chicago,795.0
17704,Baby,Male,Large,Chicago,459.0
17705,Young,Male,Medium,Chicago,7719.0
17706,Senior,Male,Large,Chicago,2154.0
17707,Young,Male,Small,Chicago,805.0
17708,Adult,Female,Medium,Chicago,1321.0
17709,Adult,Male,Small,Chicago,141.0
17710,Adult,Female,Large,Chicago,954.0
17711,Baby,Male,Medium,Chicago,184.0
17712,Adult,Female,Large,Chicago,1823.0
17713,Adult,Male,Large,Chicago,3216.0
17714,Baby,Female,Medium,Chicago,1175.0
17715,Baby,Female,Medium,Chicago,1337.0
17716,Baby,Female,Medium,Chicago,650.0
17717,Baby,Female,Medium,Chicago,146.0
17718,Baby,Female,Medium,Chicago,146.0
17719,Senior,Male,Small,Chicago,431.0
17720,Baby,Male,Medium,Chicago,509.0
17721,Baby,Male,Medium,Chicago,1010.0
17722,Baby,Male,Medium,Chicago,78.0
17723,Baby,Male,Medium,Chicago,1517.0
17724,Adult,Male,Large,Chicago,527.0
17725,Adult,Male,Small,Chicago,223.0
17726,Adult,Male,Large,Chicago,1555.0
17727,Young,Male,Medium,Chicago,2133.0
17728,Baby,Male,Medium,Chicago,149.0
17729,Baby,Male,Medium,Chicago,652.0
17730,Adult,Male,Medium,Chicago,653.0
17731,Adult,Female,Medium,Chicago,767.0
17732,Adult,Female,Small,Chicago,169.0
17733,Baby,Female,Large,Chicago,158.0
17734,Baby,Female,Large,Chicago,141.0
17735,Baby,Female,Large,Chicago,158.0
17736,Adult,Male,Large,Chicago,355.0
17737,Young,Female,Medium,Chicago,64.0
17738,Adult,Male,Small,Chicago,187.0
17739,Baby,Female,Medium,Chicago,335.0
17740,Baby,Male,Medium,Chicago,163.0
17741,Senior,Male,Small,Chicago,1441.0
17742,Baby,Male,Medium,Chicago,2156.0
17743,Adult,Female,Large,Chicago,141.0
17744,Adult,Female,Large,Chicago,288.0
17745,Adult,Male,Large,Chicago,94.0
17746,Young,Female,Medium,Chicago,228.0
17747,Young,Male,Medium,Chicago,97.0
17748,Young,Male,Medium,Chicago,453.0
17749,Adult,Female,Medium,Chicago,357.0
17750,Adult,Female,Large,Chicago,453.0
17751,Adult,Female,Medium,Chicago,404.0
17752,Adult,Male,Large,Chicago,335.0
17753,Young,Male,Large,Chicago,335.0
17754,Adult,Female,Large,Chicago,1366.0
17755,Adult,Female,Large,Chicago,4750.0
17756,Adult,Female,Medium,Chicago,122.0
17757,Young,Female,Small,Chicago,291.0
17758,Baby,Male,Large,Chicago,361.0
17759,Baby,Female,Large,Chicago,200.0
17760,Baby,Female,Large,Chicago,200.0
17761,Baby,Female,Large,Chicago,203.0
17762,Baby,Male,Large,Chicago,296.0
17763,Young,Male,Large,Chicago,1061.0
17764,Adult,Male,Large,Chicago,985.0
17765,Adult,Male,Large,Chicago,513.0
17766,Young,Male,Small,Chicago,50.0
17767,Baby,Female,Large,Chicago,1011.0
17768,Adult,Female,Small,Chicago,10.0
17769,Baby,Female,Large,Chicago,1035.0
17770,Baby,Male,Medium,Chicago,850.0
17771,Baby,Male,Large,Chicago,889.0
17772,Young,Female,Medium,Chicago,204.0
17773,Adult,Female,Large,Chicago,2242.0
17774,Young,Female,Medium,Chicago,205.0
17775,Adult,Male,Medium,Chicago,434.0
17776,Young,Male,Medium,Chicago,681.0
17777,Adult,Female,Medium,Chicago,4648.0
17778,Baby,Female,Medium,Chicago,181.0
17779,Adult,Female,Small,Chicago,40.0
17780,Adult,Male,Medium,Chicago,66.0
17781,Baby,Male,Medium,Chicago,118.0
17782,Adult,Male,Medium,Chicago,1031.0
17783,Baby,Female,Medium,Chicago,118.0
17784,Baby,Female,Medium,Chicago,118.0
17785,Baby,Female,Medium,Chicago,169.0
17786,Baby,Female,Medium,Chicago,48.0
17787,Baby,Female,Medium,Chicago,48.0
17788,Baby,Female,Medium,Chicago,48.0
17789,Young,Female,Medium,Chicago,25.0
17790,Baby,Male,Medium,Chicago,27.0
17791,Baby,Male,Medium,Chicago,188.0
17792,Baby,Male,Medium,Chicago,4.0
17793,Adult,Female,Small,Chicago,224.0
17794,Adult,Female,Large,Chicago,822.0
17795,Baby,Female,Large,Chicago,955.0
17796,Baby,Female,Medium,Chicago,584.0
17797,Young,Male,Medium,Chicago,8.0
17798,Baby,Female,Medium,Chicago,32.0
17799,Adult,Female,Large,Chicago,172.0
17800,Adult,Male,Large,Chicago,117.0
17801,Adult,Male,Small,Chicago,771.0
17802,Adult,Male,Medium,Chicago,745.0
17803,Baby,Male,Medium,Chicago,195.0
17804,Young,Male,Medium,Chicago,32.0
17805,Adult,Female,Medium,Chicago,4611.0
17806,Adult,Female,Medium,Chicago,814.0
17807,Adult,Female,Medium,Chicago,226.0
17808,Baby,Female,Large,Chicago,490.0
17809,Young,Male,Medium,Chicago,704.0
17810,Adult,Male,Large,Chicago,226.0
17811,Young,Female,Medium,Chicago,54.0
17812,Young,Female,Medium,Chicago,30.0
17813,Young,Female,Medium,Chicago,54.0
17814,Adult,Male,Medium,Chicago,1475.0
17815,Young,Male,Medium,Chicago,30.0
17816,Baby,Female,Medium,Chicago,93.0
17817,Baby,Female,Medium,Chicago,94.0
17818,Baby,Male,Medium,Chicago,94.0
17819,Baby,Male,Medium,Chicago,166.0
17820,Baby,Male,Medium,Chicago,166.0
17821,Baby,Male,Medium,Chicago,334.0
17822,Young,Female,Medium,Chicago,935.0
17823,Young,Female,Medium,Chicago,776.0
17824,Baby,Male,Medium,Chicago,167.0
17825,Adult,Male,Medium,Chicago,579.0
17826,Adult,Male,Large,Chicago,2361.0
17827,Baby,Female,Medium,Chicago,1702.0
17828,Young,Female,Medium,Chicago,251.0
17829,Baby,Female,Medium,Chicago,1703.0
17830,Young,Male,Medium,Chicago,48.0
17831,Baby,Female,Medium,Chicago,335.0
17832,Baby,Female,Medium,Chicago,1703.0
17833,Baby,Female,Medium,Chicago,1703.0
17834,Baby,Female,Medium,Chicago,1703.0
17835,Baby,Male,Medium,Chicago,1703.0
17836,Baby,Female,Medium,Chicago,1703.0
17837,Adult,Male,Small,Chicago,440.0
17838,Adult,Male,Medium,Chicago,121.0
17839,Young,Female,Medium,Chicago,203.0
17840,Baby,Male,Medium,Chicago,398.0
17841,Baby,Female,Medium,Chicago,864.0
17842,Baby,Female,Medium,Chicago,380.0
17843,Baby,Female,Medium,Chicago,729.0
17844,Baby,Female,Medium,Chicago,380.0
17845,Baby,Male,Medium,Chicago,729.0
17846,Baby,Male,Medium,Chicago,237.0
17847,Baby,Female,Medium,Chicago,381.0
17848,Baby,Female,Medium,Chicago,622.0
17849,Adult,Female,Medium,Chicago,351.0
17850,Young,Female,Medium,Chicago,379.0
17851,Adult,Male,Medium,Chicago,6619.0
17852,Young,Male,Medium,Chicago,1118.0
17853,Young,Male,Small,Chicago,183.0
17854,Baby,Female,Small,Chicago,841.0
17855,Baby,Female,Small,Chicago,1057.0
17856,Young,Male,Large,Chicago,214.0
17857,Young,Female,Medium,Chicago,193.0
17858,Adult,Female,Small,Chicago,214.0
17859,Baby,Female,Medium,Chicago,235.0
17860,Young,Female,Medium,Chicago,215.0
17861,Young,Female,Small,Chicago,66.0
17862,Senior,Male,Large,Chicago,867.0
17863,Baby,Male,Medium,Chicago,145.0
17864,Baby,Male,Medium,Chicago,312.0
17865,Adult,Male,Small,Chicago,24.0
17866,Young,Male,Medium,Chicago,78.0
17867,Young,Female,Medium,Chicago,1301.0
17868,Baby,Female,Medium,Chicago,510.0
17869,Baby,Male,Large,Chicago,147.0
17870,Baby,Male,Medium,Chicago,2810.0
17871,Adult,Female,Medium,Chicago,1231.0
17872,Young,Female,Medium,Chicago,54.0
17873,Baby,Female,Medium,Chicago,222.0
17874,Baby,Male,Medium,Chicago,222.0
17875,Baby,Female,Medium,Chicago,247.0
17876,Adult,Male,Medium,Chicago,487.0
17877,Young,Female,Medium,Chicago,222.0
17878,Adult,Male,Medium,Chicago,441.0
17879,Adult,Male,Small,Chicago,2210.0
17880,Young,Male,Medium,Chicago,154.0
17881,Baby,Female,Medium,Chicago,228.0
17882,Adult,Male,Medium,Chicago,1447.0
17883,Young,Female,Medium,Chicago,100.0
17884,Baby,Male,Medium,Chicago,828.0
17885,Adult,Female,Small,Chicago,60.0
17886,Baby,Male,Medium,Chicago,90.0
17887,Baby,Male,Large,Chicago,255.0
17888,Young,Male,Medium,Chicago,3264.0
17889,Young,Male,Medium,Chicago,308.0
17890,Adult,Male,Medium,Chicago,242.0
17891,Baby,Male,Medium,Chicago,238.0
17892,Young,Female,Medium,Chicago,596.0
17893,Adult,Male,Medium,Chicago,44.0
17894,Adult,Male,Medium,Chicago,335.0
17895,Baby,Female,Medium,Chicago,20.0
17896,Baby,Male,Medium,Chicago,168.0
17897,Baby,Male,Medium,Chicago,168.0
17898,Baby,Male,Medium,Chicago,168.0
17899,Baby,Female,Large,Chicago,23.0
17900,Adult,Female,Large,Chicago,334.0
17901,Adult,Male,Medium,Chicago,269.0
17902,Adult,Male,Medium,Chicago,790.0
17903,Young,Female,Medium,Chicago,603.0
17904,Adult,Female,Medium,Chicago,453.0
17905,Young,Female,Small,Chicago,270.0
17906,Adult,Female,Small,Chicago,270.0
17907,Adult,Female,Small,Chicago,71.0
17908,Young,Male,Medium,Chicago,430.0
17909,Baby,Female,Medium,Chicago,208.0
17910,Young,Male,Medium,Chicago,69.0
17911,Young,Male,Medium,Chicago,431.0
17912,Baby,Female,Medium,Chicago,367.0
17913,Baby,Female,Medium,Chicago,606.0
17914,Baby,Female,Medium,Chicago,606.0
17915,Baby,Male,Medium,Chicago,269.0
17916,Young,Female,Medium,Chicago,266.0
17917,Baby,Female,Medium,Chicago,501.0
17918,Adult,Male,Small,Chicago,2832.0
17919,Baby,Female,Medium,Chicago,547.0
17920,Baby,Male,Medium,Chicago,240.0
17921,Baby,Male,Medium,Chicago,242.0
17922,Baby,Female,Medium,Chicago,236.0
17923,Baby,Female,Medium,Chicago,236.0
17924,Baby,Female,Medium,Chicago,286.0
17925,Young,Male,Medium,Chicago,21.0
17926,Baby,Female,Medium,Chicago,409.0
17927,Young,Male,Large,Chicago,69.0
17928,Baby,Female,Large,Chicago,238.0
17929,Young,Female,Medium,Chicago,1184.0
17930,Adult,Female,Medium,Chicago,267.0
17931,Young,Male,Small,Chicago,249.0
17932,Adult,Male,Medium,Chicago,647.0
17933,Senior,Male,Medium,Chicago,2326.0
17934,Adult,Female,Medium,Chicago,1040.0
17935,Baby,Male,Small,Chicago,254.0
17936,Baby,Male,Small,Chicago,254.0
17937,Adult,Male,Large,Chicago,6160.0
17938,Baby,Female,Medium,Chicago,202.0
17939,Adult,Female,Small,Chicago,2174.0
17940,Adult,Female,Small,Chicago,2174.0
17941,Young,Male,Small,Chicago,1578.0
17942,Baby,Female,Small,Chicago,3002.0
17943,Adult,Female,Small,Chicago,647.0
17944,Adult,Female,Medium,Chicago,445.0
17945,Adult,Male,Large,Chicago,445.0
17946,Young,Female,Medium,Chicago,876.0
17947,Young,Male,Medium,Chicago,183.0
17948,Baby,Male,Medium,Chicago,598.0
17949,Baby,Male,Medium,Chicago,598.0
17950,Baby,Female,Medium,Chicago,1191.0
17951,Baby,Male,Medium,Chicago,376.0
17952,Baby,Male,Medium,Chicago,445.0
17953,Baby,Male,Medium,Chicago,598.0
17954,Baby,Female,Medium,Chicago,376.0
17955,Baby,Female,Medium,Chicago,598.0
17956,Baby,Male,Medium,Chicago,91.0
17957,Young,Female,Medium,Chicago,2908.0
17958,Baby,Female,Medium,Chicago,598.0
17959,Adult,Male,Medium,Chicago,621.0
17960,Baby,Female,Medium,Chicago,598.0
17961,Baby,Male,Small,Chicago,91.0
17962,Baby,Female,Medium,Chicago,426.0
17963,Baby,Male,Medium,Chicago,903.0
17964,Young,Male,Medium,Chicago,4383.0
17965,Young,Male,Large,Chicago,91.0
17966,Young,Male,Medium,Chicago,92.0
17967,Baby,Male,Medium,Chicago,446.0
17968,Young,Female,Medium,Chicago,446.0
17969,Baby,Male,Medium,Chicago,599.0
